numinscription,codefiliere,codemodule,codeeltmodule,numsession,note
EtudGI1122,GI,M05,M05C,1,10.69
EtudGI1122,GI,M05,M05B,1,4.12
EtudGI1122,GI,M05,M05A,1,12.33
EtudGI1123,GI,M05,M05C,1,19.33
EtudGI1123,GI,M05,M05B,1,0.63
EtudGI1123,GI,M05,M05A,1,4.8
EtudGI1124,GI,M05,M05C,1,18.31
EtudGI1124,GI,M05,M05B,1,14.99
EtudGI1124,GI,M05,M05A,1,8.92
EtudGI1125,GI,M05,M05C,1,0.03
EtudGI1125,GI,M05,M05B,1,17.08
EtudGI1125,GI,M05,M05A,1,15.87
EtudGI1126,GI,M05,M05C,1,0.13
EtudGI1126,GI,M05,M05B,1,14.32
EtudGI1126,GI,M05,M05A,1,17.53
EtudGI1127,GI,M05,M05C,1,10.51
EtudGI1127,GI,M05,M05B,1,11.31
EtudGI1127,GI,M05,M05A,1,10.98
EtudGI1128,GI,M05,M05C,1,7.53
EtudGI1128,GI,M05,M05B,1,8.22
EtudGI1128,GI,M05,M05A,1,18.38
EtudGI1129,GI,M05,M05C,1,8.14
EtudGI1129,GI,M05,M05B,1,1.45
EtudGI1129,GI,M05,M05A,1,1.98
EtudGI1130,GI,M05,M05C,1,7.08
EtudGI1130,GI,M05,M05B,1,9.47
EtudGI1130,GI,M05,M05A,1,8.59
EtudGI1001,GI,M06,M06B,1,15.76
EtudGI1002,GI,M06,M06B,1,5.89
EtudGI1003,GI,M06,M06B,1,11.37
EtudGI1004,GI,M06,M06B,1,12.45
EtudGI1005,GI,M06,M06B,1,9.22
EtudGI1006,GI,M06,M06B,1,1.32
EtudGI1007,GI,M06,M06B,1,9.02
EtudGI1008,GI,M06,M06B,1,3.23
EtudGI1009,GI,M06,M06B,1,13.22
EtudGI1010,GI,M06,M06B,1,13.26
EtudGI1011,GI,M06,M06B,1,1.61
EtudGI1012,GI,M06,M06B,1,5.12
EtudGI1013,GI,M06,M06B,1,1.75
EtudGI1014,GI,M06,M06B,1,18.14
EtudGI1015,GI,M06,M06B,1,11.16
EtudGI1016,GI,M06,M06B,1,0.62
EtudGI1017,GI,M06,M06B,1,14.37
EtudGI1018,GI,M06,M06B,1,0.59
EtudGI1019,GI,M06,M06B,1,6.75
EtudGI1020,GI,M06,M06B,1,10.17
EtudGI1021,GI,M06,M06B,1,6.26
EtudGI1022,GI,M06,M06B,1,11.44
EtudGI1023,GI,M06,M06B,1,13.65
EtudGI1024,GI,M06,M06B,1,17.11
EtudGI1025,GI,M06,M06B,1,19.98
EtudGI1026,GI,M06,M06B,1,9.27
EtudGI1027,GI,M06,M06B,1,10.77
EtudGI1028,GI,M06,M06B,1,4.61
EtudGI1029,GI,M06,M06B,1,4.5
EtudGI1030,GI,M06,M06B,1,8.43
EtudGI1031,GI,M06,M06B,1,14.03
EtudGI1032,GI,M06,M06B,1,19.04
EtudGI1033,GI,M06,M06B,1,5.94
EtudGI1034,GI,M06,M06B,1,16.06
EtudGI1035,GI,M06,M06B,1,12.33
EtudGI1036,GI,M06,M06B,1,17.99
EtudGI1037,GI,M06,M06B,1,4.23
EtudGI1038,GI,M06,M06B,1,18.73
EtudGI1039,GI,M06,M06B,1,9.28
EtudGI1040,GI,M06,M06B,1,12.29
EtudGI1041,GI,M06,M06B,1,16.6
EtudGI1042,GI,M06,M06B,1,15.31
EtudGI1043,GI,M06,M06B,1,9.82
EtudGI1044,GI,M06,M06B,1,11.28
EtudGI1045,GI,M06,M06B,1,19.15
EtudGI1046,GI,M06,M06B,1,10.2
EtudGI1047,GI,M06,M06B,1,7.11
EtudGI1048,GI,M06,M06B,1,5.35
EtudGI1049,GI,M06,M06B,1,10.87
EtudGI1050,GI,M06,M06B,1,10.98
EtudGI1051,GI,M06,M06B,1,12.46
EtudGI1052,GI,M06,M06B,1,6.54
EtudGI1053,GI,M06,M06B,1,10.14
EtudGI1054,GI,M06,M06B,1,1.66
EtudGI1055,GI,M06,M06B,1,7.32
EtudGI1056,GI,M06,M06B,1,19.6
EtudGI1057,GI,M06,M06B,1,4.14
EtudGI1058,GI,M06,M06B,1,7.04
EtudGI1059,GI,M06,M06B,1,1.69
EtudGI1060,GI,M06,M06B,1,3.1
EtudGI1061,GI,M06,M06B,1,0.04
EtudGI1062,GI,M06,M06B,1,11.99
EtudGI1063,GI,M06,M06B,1,2.78
EtudGI1064,GI,M06,M06B,1,13.44
EtudGI1065,GI,M06,M06B,1,17.96
EtudGI1066,GI,M06,M06B,1,2.08
EtudGI1067,GI,M06,M06B,1,9.7
EtudGI1068,GI,M06,M06B,1,9.26
EtudGI1069,GI,M06,M06B,1,16.67
EtudGI1070,GI,M06,M06B,1,15.39
EtudGI1071,GI,M06,M06B,1,8.6
EtudGI1072,GI,M06,M06B,1,5.41
EtudGI1073,GI,M06,M06B,1,10.9
EtudGI1074,GI,M06,M06B,1,2.05
EtudGI1075,GI,M06,M06B,1,2.5
EtudGI1076,GI,M06,M06B,1,7.16
EtudGI1077,GI,M06,M06B,1,4.8
EtudGI1078,GI,M06,M06B,1,3.65
EtudGI1079,GI,M06,M06B,1,15.54
EtudGI1080,GI,M06,M06B,1,5.41
EtudGI1081,GI,M06,M06B,1,19.37
EtudGI1082,GI,M06,M06B,1,3.62
EtudGI1083,GI,M06,M06B,1,14.08
EtudGI1084,GI,M06,M06B,1,12.86
EtudGI1085,GI,M06,M06B,1,16.85
EtudGI1086,GI,M06,M06B,1,7.04
EtudGI1087,GI,M06,M06B,1,18.84
EtudGI1088,GI,M06,M06B,1,12.98
EtudGI1089,GI,M06,M06B,1,4.77
EtudGI1090,GI,M06,M06B,1,9.76
EtudGI1091,GI,M06,M06B,1,14.87
EtudGI1092,GI,M06,M06B,1,13.74
EtudGI1093,GI,M06,M06B,1,4
EtudGI1094,GI,M06,M06B,1,18.33
EtudGI1095,GI,M06,M06B,1,17.48
EtudGI1096,GI,M06,M06B,1,16.83
EtudGI1097,GI,M06,M06B,1,5.06
EtudGI1098,GI,M06,M06B,1,19.29
EtudGI1099,GI,M06,M06B,1,13.03
EtudGI1100,GI,M06,M06B,1,0.99
EtudGI1101,GI,M06,M06B,1,4.97
EtudGI1102,GI,M06,M06B,1,16.31
EtudGI1103,GI,M06,M06B,1,10.47
EtudGI1104,GI,M06,M06B,1,10.71
EtudGI1105,GI,M06,M06B,1,2.65
EtudGI1106,GI,M06,M06B,1,2.34
EtudGI1107,GI,M06,M06B,1,0.15
EtudGI1108,GI,M06,M06B,1,6.19
EtudGI1109,GI,M06,M06B,1,7.79
EtudGI1110,GI,M06,M06B,1,19.14
EtudGI1111,GI,M06,M06B,1,16.25
EtudGI1112,GI,M06,M06B,1,7.49
EtudGI1113,GI,M06,M06B,1,8.29
EtudGI1114,GI,M06,M06B,1,14.98
EtudGI1115,GI,M06,M06B,1,4.47
EtudGI1116,GI,M06,M06B,1,17.83
EtudGI1117,GI,M06,M06B,1,1.6
EtudGI1118,GI,M06,M06B,1,11.33
EtudGI1119,GI,M06,M06B,1,9.67
EtudGI1120,GI,M06,M06B,1,5.38
EtudGI1121,GI,M06,M06B,1,1.16
EtudGI1122,GI,M06,M06B,1,17.95
EtudGI1123,GI,M06,M06B,1,4.09
EtudGI1124,GI,M06,M06B,1,16.27
EtudGI1125,GI,M06,M06B,1,0.05
EtudGI1126,GI,M06,M06B,1,2.99
EtudGI1127,GI,M06,M06B,1,6.76
EtudGI1128,GI,M06,M06B,1,18
EtudGI1129,GI,M06,M06B,1,18.79
EtudGI1130,GI,M06,M06B,1,6.61
EtudGI1001,GI,M07,M07C,1,0.12
EtudGI1001,GI,M07,M07B,1,3.68
EtudGI1001,GI,M07,M07A,1,5.65
EtudGI1002,GI,M07,M07C,1,14.94
EtudGI1002,GI,M07,M07B,1,11.67
EtudGI1002,GI,M07,M07A,1,3.69
EtudGI1003,GI,M07,M07C,1,17.74
EtudGI1003,GI,M07,M07B,1,12.73
EtudGI1003,GI,M07,M07A,1,15.87
EtudGI1004,GI,M07,M07C,1,19.26
EtudGI1004,GI,M07,M07B,1,15.33
EtudGI1004,GI,M07,M07A,1,19.31
EtudGI1005,GI,M07,M07C,1,12.53
EtudGI1005,GI,M07,M07B,1,18.25
EtudGI1005,GI,M07,M07A,1,5.33
EtudGI1006,GI,M07,M07C,1,1.56
EtudGI1006,GI,M07,M07B,1,11.37
EtudGI1006,GI,M07,M07A,1,19.52
EtudGI1007,GI,M07,M07C,1,1.37
EtudGI1007,GI,M07,M07B,1,1.41
EtudGI1007,GI,M07,M07A,1,13.35
EtudGI1008,GI,M07,M07C,1,10.23
EtudGI1008,GI,M07,M07B,1,16.33
EtudGI1008,GI,M07,M07A,1,2.75
EtudGI1009,GI,M07,M07C,1,5.19
EtudGI1009,GI,M07,M07B,1,8.37
EtudGI1009,GI,M07,M07A,1,19.13
EtudGI1010,GI,M07,M07C,1,6.04
EtudGI1010,GI,M07,M07B,1,17.66
EtudGI1010,GI,M07,M07A,1,18.17
EtudGI1011,GI,M07,M07C,1,14.28
EtudGI1011,GI,M07,M07B,1,17.73
EtudGI1011,GI,M07,M07A,1,15.04
EtudGI1012,GI,M07,M07C,1,2.37
EtudGI1012,GI,M07,M07B,1,13.15
EtudGI1012,GI,M07,M07A,1,8.68
EtudGI1013,GI,M07,M07C,1,16.17
EtudGI1013,GI,M07,M07B,1,15.04
EtudGI1013,GI,M07,M07A,1,16.7
EtudGI1014,GI,M07,M07C,1,2.31
EtudGI1014,GI,M07,M07B,1,7.22
EtudGI1014,GI,M07,M07A,1,12.87
EtudGI1015,GI,M07,M07C,1,16.67
EtudGI1015,GI,M07,M07B,1,10.68
EtudGI1015,GI,M07,M07A,1,15.53
EtudGI1016,GI,M07,M07C,1,16.76
EtudGI1016,GI,M07,M07B,1,15.76
EtudGI1016,GI,M07,M07A,1,8.92
EtudGI1017,GI,M07,M07C,1,1.19
EtudGI1017,GI,M07,M07B,1,18.54
EtudGI1017,GI,M07,M07A,1,5.99
EtudGI1018,GI,M07,M07C,1,16.26
EtudGI1018,GI,M07,M07B,1,18.33
EtudGI1018,GI,M07,M07A,1,9.13
EtudGI1019,GI,M07,M07C,1,11.61
EtudGI1019,GI,M07,M07B,1,9.91
EtudGI1019,GI,M07,M07A,1,10.06
EtudGI1020,GI,M07,M07C,1,9.43
EtudGI1020,GI,M07,M07B,1,0.81
EtudGI1020,GI,M07,M07A,1,8.76
EtudGI1021,GI,M07,M07C,1,5.2
EtudGI1021,GI,M07,M07B,1,9.78
EtudGI1021,GI,M07,M07A,1,14.14
EtudGI1022,GI,M07,M07C,1,10.5
EtudGI1022,GI,M07,M07B,1,10.28
EtudGI1022,GI,M07,M07A,1,6.7
EtudGI1023,GI,M07,M07C,1,14.58
EtudGI1023,GI,M07,M07B,1,3.76
EtudGI1023,GI,M07,M07A,1,19.44
EtudGI1024,GI,M07,M07C,1,10.94
EtudGI1024,GI,M07,M07B,1,0.99
EtudGI1024,GI,M07,M07A,1,18.22
EtudGI1025,GI,M07,M07C,1,4.72
EtudGI1025,GI,M07,M07B,1,1.1
EtudGI1025,GI,M07,M07A,1,14.29
EtudGI1026,GI,M07,M07C,1,17.48
EtudGI1026,GI,M07,M07B,1,11.48
EtudGI1026,GI,M07,M07A,1,2.12
EtudGI1027,GI,M07,M07C,1,4.34
EtudGI1027,GI,M07,M07B,1,3.98
EtudGI1027,GI,M07,M07A,1,12.01
EtudGI1028,GI,M07,M07C,1,7.57
EtudGI1028,GI,M07,M07B,1,8.89
EtudGI1028,GI,M07,M07A,1,10.27
EtudGI1029,GI,M07,M07C,1,6.25
EtudGI1029,GI,M07,M07B,1,12.19
EtudGI1029,GI,M07,M07A,1,17.16
EtudGI1030,GI,M07,M07C,1,9.38
EtudGI1030,GI,M07,M07B,1,2.1
EtudGI1030,GI,M07,M07A,1,3.3
EtudGI1031,GI,M07,M07C,1,6.82
EtudGI1031,GI,M07,M07B,1,7.09
EtudGI1031,GI,M07,M07A,1,9.77
EtudGI1032,GI,M07,M07C,1,15.3
EtudGI1032,GI,M07,M07B,1,0.82
EtudGI1032,GI,M07,M07A,1,4.6
EtudGI1033,GI,M07,M07C,1,3
EtudGI1033,GI,M07,M07B,1,2.42
EtudGI1033,GI,M07,M07A,1,9.1
EtudGI1034,GI,M07,M07C,1,19.55
EtudGI1034,GI,M07,M07B,1,13.12
EtudGI1034,GI,M07,M07A,1,16.04
EtudGI1035,GI,M07,M07C,1,0.32
EtudGI1035,GI,M07,M07B,1,1.9
EtudGI1035,GI,M07,M07A,1,6.96
EtudGI1036,GI,M07,M07C,1,1.49
EtudGI1036,GI,M07,M07B,1,12.34
EtudGI1036,GI,M07,M07A,1,17.38
EtudGI1037,GI,M07,M07C,1,1.7
EtudGI1037,GI,M07,M07B,1,6.01
EtudGI1037,GI,M07,M07A,1,10.65
EtudGI1038,GI,M07,M07C,1,0.47
EtudGI1038,GI,M07,M07B,1,5.66
EtudGI1038,GI,M07,M07A,1,7.17
EtudGI1039,GI,M07,M07C,1,7.76
EtudGI1039,GI,M07,M07B,1,1.11
EtudGI1039,GI,M07,M07A,1,15.51
EtudGI1040,GI,M07,M07C,1,6.04
EtudGI1040,GI,M07,M07B,1,8.51
EtudGI1040,GI,M07,M07A,1,0.64
EtudGI1041,GI,M07,M07C,1,3.48
EtudGI1041,GI,M07,M07B,1,9.71
EtudGI1041,GI,M07,M07A,1,16.87
EtudGI1042,GI,M07,M07C,1,12.21
EtudGI1042,GI,M07,M07B,1,12.4
EtudGI1042,GI,M07,M07A,1,16.17
EtudGI1043,GI,M07,M07C,1,7.48
EtudGI1043,GI,M07,M07B,1,17.33
EtudGI1043,GI,M07,M07A,1,15.47
EtudGI1044,GI,M07,M07C,1,14.09
EtudGI1044,GI,M07,M07B,1,2.19
EtudGI1044,GI,M07,M07A,1,2.4
EtudGI1045,GI,M07,M07C,1,0.14
EtudGI1045,GI,M07,M07B,1,8.9
EtudGI1045,GI,M07,M07A,1,10.96
EtudGI1046,GI,M07,M07C,1,5.98
EtudGI1046,GI,M07,M07B,1,12.36
EtudGI1046,GI,M07,M07A,1,4.65
EtudGI1047,GI,M07,M07C,1,12.35
EtudGI1047,GI,M07,M07B,1,9.26
EtudGI1047,GI,M07,M07A,1,5.69
EtudGI1048,GI,M07,M07C,1,0.46
EtudGI1048,GI,M07,M07B,1,7.98
EtudGI1048,GI,M07,M07A,1,7.59
EtudGI1049,GI,M07,M07C,1,8.95
EtudGI1049,GI,M07,M07B,1,18.02
EtudGI1049,GI,M07,M07A,1,4.84
EtudGI1050,GI,M07,M07C,1,11.97
EtudGI1050,GI,M07,M07B,1,0.35
EtudGI1050,GI,M07,M07A,1,19.33
EtudGI1051,GI,M07,M07C,1,19.22
EtudGI1051,GI,M07,M07B,1,3.75
EtudGI1051,GI,M07,M07A,1,3.96
EtudGI1052,GI,M07,M07C,1,14.6
EtudGI1052,GI,M07,M07B,1,16.8
EtudGI1052,GI,M07,M07A,1,7.95
EtudGI1053,GI,M07,M07C,1,17.96
EtudGI1053,GI,M07,M07B,1,1.8
EtudGI1053,GI,M07,M07A,1,17.39
EtudGI1054,GI,M07,M07C,1,7.62
EtudGI1054,GI,M07,M07B,1,9.61
EtudGI1054,GI,M07,M07A,1,9.18
EtudGI1055,GI,M07,M07C,1,4.61
EtudGI1055,GI,M07,M07B,1,18.88
EtudGI1055,GI,M07,M07A,1,10.11
EtudGI1056,GI,M07,M07C,1,0.14
EtudGI1056,GI,M07,M07B,1,15.07
EtudGI1056,GI,M07,M07A,1,1.99
EtudGI1057,GI,M07,M07C,1,17.58
EtudGI1057,GI,M07,M07B,1,7.76
EtudGI1057,GI,M07,M07A,1,6.26
EtudGI1058,GI,M07,M07C,1,2.84
EtudGI1058,GI,M07,M07B,1,16.94
EtudGI1058,GI,M07,M07A,1,10.63
EtudGI1059,GI,M07,M07C,1,15.78
EtudGI1059,GI,M07,M07B,1,11.93
EtudGI1059,GI,M07,M07A,1,14.07
EtudGI1060,GI,M07,M07C,1,19.35
EtudGI1060,GI,M07,M07B,1,17.04
EtudGI1060,GI,M07,M07A,1,18.3
EtudGI1061,GI,M07,M07C,1,15.22
EtudGI1061,GI,M07,M07B,1,15.87
EtudGI1061,GI,M07,M07A,1,19.38
EtudGI1062,GI,M07,M07C,1,6.1
EtudGI1062,GI,M07,M07B,1,1.34
EtudGI1062,GI,M07,M07A,1,9.31
EtudGI1063,GI,M07,M07C,1,8.88
EtudGI1063,GI,M07,M07B,1,15.21
EtudGI1063,GI,M07,M07A,1,16.23
EtudGI1064,GI,M07,M07C,1,8.64
EtudGI1064,GI,M07,M07B,1,1.84
EtudGI1064,GI,M07,M07A,1,18.29
EtudGI1065,GI,M07,M07C,1,5.71
EtudGI1065,GI,M07,M07B,1,13.51
EtudGI1065,GI,M07,M07A,1,6.12
EtudGI1066,GI,M07,M07C,1,18.48
EtudGI1066,GI,M07,M07B,1,5.25
EtudGI1066,GI,M07,M07A,1,3.04
EtudGI1067,GI,M07,M07C,1,11.08
EtudGI1067,GI,M07,M07B,1,8.61
EtudGI1067,GI,M07,M07A,1,12.6
EtudGI1068,GI,M07,M07C,1,1.87
EtudGI1068,GI,M07,M07B,1,16.58
EtudGI1068,GI,M07,M07A,1,0.37
EtudGI1069,GI,M07,M07C,1,1.72
EtudGI1069,GI,M07,M07B,1,2.66
EtudGI1069,GI,M07,M07A,1,15.54
EtudGI1070,GI,M07,M07C,1,2.49
EtudGI1070,GI,M07,M07B,1,8.08
EtudGI1070,GI,M07,M07A,1,3.83
EtudGI1071,GI,M07,M07C,1,5.82
EtudGI1071,GI,M07,M07B,1,9.03
EtudGI1071,GI,M07,M07A,1,14.62
EtudGI1072,GI,M07,M07C,1,5.33
EtudGI1072,GI,M07,M07B,1,10.3
EtudGI1072,GI,M07,M07A,1,14.82
EtudGI1073,GI,M07,M07C,1,3.62
EtudGI1073,GI,M07,M07B,1,8.51
EtudGI1073,GI,M07,M07A,1,14.51
EtudGI1074,GI,M07,M07C,1,13.3
EtudGI1074,GI,M07,M07B,1,10.85
EtudGI1074,GI,M07,M07A,1,19.35
EtudGI1075,GI,M07,M07C,1,6.6
EtudGI1075,GI,M07,M07B,1,6.48
EtudGI1075,GI,M07,M07A,1,15.27
EtudGI1076,GI,M07,M07C,1,7.96
EtudGI1076,GI,M07,M07B,1,14.02
EtudGI1076,GI,M07,M07A,1,15.78
EtudGI1077,GI,M07,M07C,1,6.58
EtudGI1077,GI,M07,M07B,1,6.82
EtudGI1077,GI,M07,M07A,1,5.03
EtudGI1078,GI,M07,M07C,1,10.8
EtudGI1078,GI,M07,M07B,1,2.33
EtudGI1078,GI,M07,M07A,1,3.06
EtudGI1079,GI,M07,M07C,1,13.99
EtudGI1079,GI,M07,M07B,1,0.16
EtudGI1079,GI,M07,M07A,1,10.74
EtudGI1080,GI,M07,M07C,1,16.6
EtudGI1080,GI,M07,M07B,1,0.22
EtudGI1080,GI,M07,M07A,1,9.01
EtudGI1081,GI,M07,M07C,1,1.61
EtudGI1081,GI,M07,M07B,1,18.67
EtudGI1081,GI,M07,M07A,1,16.86
EtudGI1082,GI,M07,M07C,1,12.13
EtudGI1082,GI,M07,M07B,1,18.26
EtudGI1082,GI,M07,M07A,1,1.52
EtudGI1083,GI,M07,M07C,1,5.1
EtudGI1083,GI,M07,M07B,1,4.95
EtudGI1083,GI,M07,M07A,1,2.74
EtudGI1084,GI,M07,M07C,1,17
EtudGI1084,GI,M07,M07B,1,19.05
EtudGI1084,GI,M07,M07A,1,8.27
EtudGI1085,GI,M07,M07C,1,6.2
EtudGI1085,GI,M07,M07B,1,12.02
EtudGI1085,GI,M07,M07A,1,16.8
EtudGI1086,GI,M07,M07C,1,12.24
EtudGI1086,GI,M07,M07B,1,17.94
EtudGI1086,GI,M07,M07A,1,16.56
EtudGI1087,GI,M07,M07C,1,6.4
EtudGI1087,GI,M07,M07B,1,2.05
EtudGI1087,GI,M07,M07A,1,10.62
EtudGI1088,GI,M07,M07C,1,2.42
EtudGI1088,GI,M07,M07B,1,12.99
EtudGI1088,GI,M07,M07A,1,19.5
EtudGI1089,GI,M07,M07C,1,5.04
EtudGI1089,GI,M07,M07B,1,17.39
EtudGI1089,GI,M07,M07A,1,2.07
EtudGI1090,GI,M07,M07C,1,12.16
EtudGI1090,GI,M07,M07B,1,13.69
EtudGI1090,GI,M07,M07A,1,14.51
EtudGI1091,GI,M07,M07C,1,7.24
EtudGI1091,GI,M07,M07B,1,3.44
EtudGI1091,GI,M07,M07A,1,6.62
EtudGI1092,GI,M07,M07C,1,3.15
EtudGI1092,GI,M07,M07B,1,19.4
EtudGI1092,GI,M07,M07A,1,14.77
EtudGI1093,GI,M07,M07C,1,11.65
EtudGI1093,GI,M07,M07B,1,18.22
EtudGI1093,GI,M07,M07A,1,5.34
EtudGI1094,GI,M07,M07C,1,13.28
EtudGI1094,GI,M07,M07B,1,9.96
EtudGI1094,GI,M07,M07A,1,15.38
EtudGI1095,GI,M07,M07C,1,9.01
EtudGI1095,GI,M07,M07B,1,18.18
EtudGI1095,GI,M07,M07A,1,2.12
EtudGI1096,GI,M07,M07C,1,9.48
EtudGI1096,GI,M07,M07B,1,10.47
EtudGI1096,GI,M07,M07A,1,15.41
EtudGI1097,GI,M07,M07C,1,12.7
EtudGI1097,GI,M07,M07B,1,15.89
EtudGI1097,GI,M07,M07A,1,10.19
EtudGI1098,GI,M07,M07C,1,16.31
EtudGI1098,GI,M07,M07B,1,6.36
EtudGI1098,GI,M07,M07A,1,10.94
EtudGI1099,GI,M07,M07C,1,4.44
EtudGI1099,GI,M07,M07B,1,2.08
EtudGI1099,GI,M07,M07A,1,17.24
EtudGI1100,GI,M07,M07C,1,9.68
EtudGI1100,GI,M07,M07B,1,19.36
EtudGI1100,GI,M07,M07A,1,15.42
EtudGI1101,GI,M07,M07C,1,6.68
EtudGI1101,GI,M07,M07B,1,13.44
EtudGI1101,GI,M07,M07A,1,4.91
EtudGI1102,GI,M07,M07C,1,14.61
EtudGI1102,GI,M07,M07B,1,13.37
EtudGI1102,GI,M07,M07A,1,12.43
EtudGI1103,GI,M07,M07C,1,15.48
EtudGI1103,GI,M07,M07B,1,7.82
EtudGI1103,GI,M07,M07A,1,12.1
EtudGI1104,GI,M07,M07C,1,12.66
EtudGI1104,GI,M07,M07B,1,3.74
EtudGI1104,GI,M07,M07A,1,7.91
EtudGI1105,GI,M07,M07C,1,2.92
EtudGI1105,GI,M07,M07B,1,14.46
EtudGI1105,GI,M07,M07A,1,11.51
EtudGI1106,GI,M07,M07C,1,5.3
EtudGI1106,GI,M07,M07B,1,6.54
EtudGI1106,GI,M07,M07A,1,18.69
EtudGI1107,GI,M07,M07C,1,10.44
EtudGI1107,GI,M07,M07B,1,10.65
EtudGI1107,GI,M07,M07A,1,13.07
EtudGI1108,GI,M07,M07C,1,15.8
EtudGI1108,GI,M07,M07B,1,13.99
EtudGI1108,GI,M07,M07A,1,5.88
EtudGI1109,GI,M07,M07C,1,2.72
EtudGI1109,GI,M07,M07B,1,4.57
EtudGI1109,GI,M07,M07A,1,16.68
EtudGI1110,GI,M07,M07C,1,13.51
EtudGI1110,GI,M07,M07B,1,15.33
EtudGI1110,GI,M07,M07A,1,6.16
EtudGI1111,GI,M07,M07C,1,8.66
EtudGI1111,GI,M07,M07B,1,7.56
EtudGI1111,GI,M07,M07A,1,2.58
EtudGI1112,GI,M07,M07C,1,13.74
EtudGI1112,GI,M07,M07B,1,2.46
EtudGI1112,GI,M07,M07A,1,6.16
EtudGI1113,GI,M07,M07C,1,16.48
EtudGI1113,GI,M07,M07B,1,17.67
EtudGI1113,GI,M07,M07A,1,8.85
EtudGI1114,GI,M07,M07C,1,4.85
EtudGI1114,GI,M07,M07B,1,10.07
EtudGI1114,GI,M07,M07A,1,6.48
EtudGI1115,GI,M07,M07C,1,2.78
EtudGI1115,GI,M07,M07B,1,3.47
EtudGI1115,GI,M07,M07A,1,14.33
EtudGI1116,GI,M07,M07C,1,8.59
EtudGI1116,GI,M07,M07B,1,5.89
EtudGI1116,GI,M07,M07A,1,5.26
EtudGI1117,GI,M07,M07C,1,16.04
EtudGI1117,GI,M07,M07B,1,10.25
EtudGI1117,GI,M07,M07A,1,4.88
EtudGI1118,GI,M07,M07C,1,10.68
EtudGI1118,GI,M07,M07B,1,16.56
EtudGI1118,GI,M07,M07A,1,1.48
EtudGI1119,GI,M07,M07C,1,5.6
EtudGI1119,GI,M07,M07B,1,6.3
EtudGI1119,GI,M07,M07A,1,16.35
EtudGI1120,GI,M07,M07C,1,10.15
EtudGI1120,GI,M07,M07B,1,10.29
EtudGI1120,GI,M07,M07A,1,18.19
EtudGI1121,GI,M07,M07C,1,3.86
EtudGI1121,GI,M07,M07B,1,0.91
EtudGI1121,GI,M07,M07A,1,3.6
EtudGI1122,GI,M07,M07C,1,16.15
EtudGI1122,GI,M07,M07B,1,14.24
EtudGI1122,GI,M07,M07A,1,12.2
EtudGI1123,GI,M07,M07C,1,13.48
EtudGI1123,GI,M07,M07B,1,7.58
EtudGI1123,GI,M07,M07A,1,0.17
EtudGI1124,GI,M07,M07C,1,12.52
EtudGI1124,GI,M07,M07B,1,3.67
EtudGI1124,GI,M07,M07A,1,5.61
EtudGI1125,GI,M07,M07C,1,15.91
EtudGI1125,GI,M07,M07B,1,14.37
EtudGI1125,GI,M07,M07A,1,19.45
EtudGI1126,GI,M07,M07C,1,12.13
EtudGI1126,GI,M07,M07B,1,12.26
EtudGI1126,GI,M07,M07A,1,17.76
EtudGI1127,GI,M07,M07C,1,17.77
EtudGI1127,GI,M07,M07B,1,3.24
EtudGI1127,GI,M07,M07A,1,14.24
EtudGI1128,GI,M07,M07C,1,7.88
EtudGI1128,GI,M07,M07B,1,6.31
EtudGI1128,GI,M07,M07A,1,7.7
EtudGI1129,GI,M07,M07C,1,18.18
EtudGI1129,GI,M07,M07B,1,6.83
EtudGI1129,GI,M07,M07A,1,4.37
EtudGI1130,GI,M07,M07C,1,10.82
EtudGI1130,GI,M07,M07B,1,9.82
EtudGI1130,GI,M07,M07A,1,5.32
EtudGI1001,GI,M08,M08B,1,15.55
EtudGI1001,GI,M08,M08A,1,12.56
EtudGI1002,GI,M08,M08B,1,0.39
EtudGI1002,GI,M08,M08A,1,16.14
EtudGI1003,GI,M08,M08B,1,2.51
EtudGI1003,GI,M08,M08A,1,2.04
EtudGI1004,GI,M08,M08B,1,0.59
EtudGI1004,GI,M08,M08A,1,10.49
EtudGI1005,GI,M08,M08B,1,2.97
EtudGI1005,GI,M08,M08A,1,8.57
EtudGI1006,GI,M08,M08B,1,12.64
EtudGI1006,GI,M08,M08A,1,15.9
EtudGI1007,GI,M08,M08B,1,3
EtudGI1007,GI,M08,M08A,1,13.87
EtudGI1008,GI,M08,M08B,1,2.02
EtudGI1008,GI,M08,M08A,1,10.17
EtudGI1009,GI,M08,M08B,1,5.92
EtudGI1009,GI,M08,M08A,1,0.23
EtudGI1010,GI,M08,M08B,1,2.11
EtudGI1010,GI,M08,M08A,1,8.5
EtudGI1011,GI,M08,M08B,1,5.18
EtudGI1011,GI,M08,M08A,1,6.98
EtudGI1012,GI,M08,M08B,1,18.1
EtudGI1012,GI,M08,M08A,1,18.08
EtudGI1013,GI,M08,M08B,1,19.08
EtudGI1013,GI,M08,M08A,1,3.09
EtudGI1014,GI,M08,M08B,1,18.12
EtudGI1014,GI,M08,M08A,1,9.17
EtudGI1015,GI,M08,M08B,1,18.32
EtudGI1015,GI,M08,M08A,1,19.21
EtudGI1016,GI,M08,M08B,1,10.23
EtudGI1016,GI,M08,M08A,1,17.21
EtudGI1017,GI,M08,M08B,1,19.93
EtudGI1017,GI,M08,M08A,1,18.29
EtudGI1018,GI,M08,M08B,1,7.05
